BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2017;010000024;010780054;GEN;330;780;1;IAO;39882;5024;11220;8809;2623;1451;5;2;;;;;133;14;2;;10;3650;3254;500;2826;1;1
URGENCES2;2017;010000032;010780062;GEN;163;151;0;;16822;2327;5222;3996;1405;631;5;0;0;0;0;0;173;28;6;;4;1460;437;83;383;1;1
URGENCES2;2017;010005239;010008407;GEN;252;252;1;IAO;21136;1731;5383;3379;874;902;2;0;2;0;0;0;590;69;57;;8;2920;1813;306;1824;1;0
URGENCES2;2017;010780195;010000156;GEN;189;345;1;IAO;20701;1102;2825;3830;538;49;;;;;;;;;;;4;;1816;1242;596;1;0
URGENCES2;2017;010780203;010010718;GEN;336;336;1;IAO;26251;2651;6858;1601;;;0;0;0;0;0;0;0;0;0;;8;2920;2379;583;2052;1;1
URGENCES2;2017;020000162;020000063;GEN;554;979;1;IAO;34622;5144;93;10455;3299;17;633;0;0;0;0;0;983;438;1;;10;3650;4665;878;4687;0;0
URGENCES2;2017;020000162;020000063;PED;252;105;0;;18540;;;;;;;;;;;;;;;2272;0;0;0;0;0;;
URGENCES2;2017;020000394;020000253;GEN;368;924;1;IAO;30020;3356;4257;6937;1876;59;;;;;;;;228;0;;4;1460;1484;321;1316;1;1
URGENCES2;2017;020000394;020000253;PED;168;168;0;;8419;;;;;;;;;;;;;;;857;;;0;0;0;;
URGENCES2;2017;020000519;020000261;GEN;510;854;1;IAO;33842;4469;5511;7469;2547;119;325;52;;;;;260;80;25;;4;1460;1309;484;1155;1;0
URGENCES2;2017;020000519;020000261;PED;510;854;1;IAO;11067;;;;;;;;;;;;;;;1403;;;0;0;0;;
URGENCES2;2017;020000535;020000287;GEN;168;354;1;IAO;19719;2166;4135;4286;1365;2671;1;1;;;;;480;;;;6;;1114;245;927;1;1
URGENCES2;2017;020001061;020004404;GEN;266;416;1;IAO;32910;3058;11308;5982;1886;650;;;;;;;1042;358;43;;4;1460;3563;2551;1027;1;0
URGENCES2;2017;020001087;020004495;GEN;168;203;1;IAO;12716;3709;348;2631;;;68;;;0;;;606;;;;4;1367;1846;1184;678;1;1
URGENCES2;2017;020010047;020001632;GEN;168;168;0;;10570;;;1369;;;;;;;;;;;;;6;2190;561;509;53;1;0
URGENCES2;2017;030000061;030780092;GEN;336;672;1;IAO;39002;3516;11086;10048;1590;2856;12;2;4;19;2;0;0;0;0;;8;2920;2228;734;1614;1;1
URGENCES2;2017;030000079;030780100;GEN;252;420;1;IAO;47112;5377;16889;11840;3798;1513;228;12;0;0;0;0;77;14;9;;6;;3960;1461;2633;1;1
URGENCES2;2017;030000087;030780118;GEN;336;676;1;IAO;33331;5029;6397;9770;3195;1016;88;4;1;;;;;;;;10;3650;4699;1140;4562;1;0
URGENCES2;2017;030781116;030000426;GEN;168;252;1;IAO;9941;888;928;2611;;;10;;;0;;;0;;;;0;0;0;0;0;1;1
URGENCES2;2017;040000093;040780215;GEN;476;752;1;IAO;34360;3767;9153;6367;1718;790;;;;;;;1134;265;87;;8;2920;3054;1029;2283;1;1
URGENCES2;2017;040000135;050002948;GEN;336;240;0;;17185;1761;4022;1107;599;88;7;4;0;11;9;0;671;259;10;;4;1460;1285;347;996;0;0
URGENCES2;2017;040000911;040788879;GEN;265;529;1;IAO;19733;2908;2882;4218;1146;264;210;10;5;;;;112;;;;4;1460;1792;724;1189;1;0
URGENCES2;2017;050000231;050000116;GEN;210;252;1;IAO;20897;1364;5156;4290;;;;;;;;;;;;;2;730;1250;840;413;1;1
URGENCES2;2017;050000256;050000124;GEN;168;168;;;9197;795;2447;586;298;5;;;;;;;381;52;55;;2;;316;141;178;;
URGENCES2;2017;050000348;050002948;GEN;628;525;1;IAO;27725;3644;5297;5065;1688;882;4;3;0;;1;0;2860;1113;71;;9;3285;3985;1619;2486;1;1
URGENCES2;2017;060000478;060780897;GEN;559;122;1;IAO;47964;5659;17695;8531;3250;1142;283;10;1;0;0;0;586;105;91;;9;2920;1567;819;783;1;0
URGENCES2;2017;060000510;060780954;GEN;694;728;1;IAO;53702;6828;7213;8904;3155;581;621;54;3;;;;413;111;35;;12;4380;3334;707;3933;0;0
URGENCES2;2017;060000544;060780988;GEN;678;902;1;IAO;54417;7569;14164;11990;4108;1697;576;;;;;;835;;;;4;1460;9276;6826;2469;1;1
URGENCES2;2017;060002102;060791761;GEN;238;238;0;;19735;3267;3112;2688;;;16;;;;;;299;;;;2;730;2072;1020;1117;0;
URGENCES2;2017;060780491;060790797;GEN;180;228;1;IAO;22260;2585;1397;2456;676;17;;;;;;;153;33;74;;4;0;0;0;0;1;0
URGENCES2;2017;060780517;060000239;GEN;252;392;1;IAO;34914;2408;5666;;;;;;;;;;;;;;5;1825;592;532;60;1;0
URGENCES2;2017;060780715;060000361;GEN;280;322;1;IAO;26423;3586;2184;4025;1185;43;;;;;;;486;206;7;;4;1460;1;0;3;;
URGENCES2;2017;060780723;060004959;GEN;168;168;1;IAO;15827;1484;429;834;;;;;;;;;;;;;8;2920;506;500;608;1;1
URGENCES2;2017;060780947;060800174;PED;347;924;1;IAO;62505;;;;;;;;;;;;;;;6956;7;2555;3584;1565;2062;;
URGENCES2;2017;060785003;060785011;GEN;1012;1876;1;MAO;87794;;;10464;;;263;;;0;;;3123;;;;19;6935;4659;3231;1440;1;0
URGENCES2;2017;070000013;070002878;GEN;336;252;0;;11939;1524;2170;1989;834;27;14;9;0;0;0;0;203;21;31;;5;1825;928;172;1257;1;1
URGENCES2;2017;070000179;070780358;GEN;476;336;1;IAO;31869;3225;9579;7017;1996;1178;;;;;;;;;;;14;5110;3889;581;3830;1;1
URGENCES2;2017;070000609;070005566;GEN;420;490;1;IAO;25932;3629;5486;;;;;;;;;;;;;;6;2190;3147;719;2841;0;0
URGENCES2;2017;070780424;070000245;GEN;168;331;1;IAO;18091;;;1978;;;;;;;;;158;;;;2;;466;65;408;1;1
URGENCES2;2017;080000110;080000037;GEN;156;440;1;IAO;19788;2091;5364;5048;1332;237;6;3;;;;;201;14;25;;3;1093;3616;2464;1191;;
URGENCES2;2017;080000219;080001969;GEN;336;336;0;;14255;1791;3702;3705;1091;3650;1;1;0;0;0;0;253;33;38;;6;1806;2932;1962;1025;1;1
URGENCES2;2017;080000276;080001969;GEN;168;168;0;;6441;835;1574;855;479;7;28;21;0;7;0;0;143;19;25;;2;730;1370;1025;373;1;1
URGENCES2;2017;080000425;080000615;GEN;348;1384;;;55016;5717;17340;10369;;1610;;;;;;;;;;;14;5110;7444;3985;3784;1;0
URGENCES2;2017;090000175;090781774;GEN;476;742;1;IAO;34748;4375;8298;8455;2392;906;1;1;;0;0;0;326;64;41;;8;2920;4092;1941;2299;1;1
URGENCES2;2017;090000183;090781816;GEN;336;336;0;;10627;1623;1991;2356;;;;;;;;;;;;;3;1095;1189;607;602;0;1
URGENCES2;2017;090001629;090780107;GEN;168;168;1;IAO;6450;839;1660;307;240;0;0;0;0;;;;280;77;25;;0;;0;0;0;1;0
URGENCES2;2017;100000090;100000017;GEN;504;1104;1;IAO;61979;7095;16086;14360;4077;2192;;;;0;;;409;69;32;;15;5475;3794;308;4867;1;1
URGENCES2;2017;100000199;100006279;GEN;168;324;1;IAO;22749;3275;5550;4940;;;1865;;;;;;647;;;;4;;918;311;653;1;1
URGENCES2;2017;110000023;110780061;GEN;322;756;1;IAO;41038;5670;10395;8192;2727;1334;0;0;0;0;0;0;329;45;63;;9;3285;3451;1159;2432;1;1
URGENCES2;2017;110000049;110780087;GEN;168;168;1;IAO;12984;758;3543;412;;;;;;;;;356;;;;2;730;758;395;380;0;0
URGENCES2;2017;110000056;110780137;GEN;217;503;1;IAO;43507;4602;11952;9673;2540;1462;;;;;;;;;;;9;3285;3515;1302;2728;1;0
URGENCES2;2017;110780228;110000114;GEN;168;375;1;IAO;20174;1745;3643;3213;891;95;;;;;;;;;;;6;2190;830;419;433;0;1
URGENCES2;2017;110780483;110000155;GEN;168;245;1;IAO;20473;1345;4724;2003;461;56;;;;;;;;;;;4;1460;192;93;99;;
URGENCES2;2017;120000039;120780044;GEN;336;332;1;IAO;30261;4547;7627;7624;2714;912;74;16;56;0;0;0;1659;765;65;;4;1460;1754;326;1502;1;1
URGENCES2;2017;120000054;120780069;GEN;186;186;1;MAO;14160;2080;2974;3084;1112;104;;;;;;;;;;;2;730;438;217;223;1;0
URGENCES2;2017;120000070;120780085;GEN;195;336;1;IAO;11679;2014;2254;1648;1067;38;12;8;0;;;;391;186;55;;2;730;770;526;247;;
URGENCES2;2017;120004569;120004528;GEN;168;252;1;IAO;17578;2216;3974;2488;1017;118;98;;;;;;413;;;;3;1095;1066;439;640;1;1
URGENCES2;2017;120004668;120004619;GEN;168;172;1;IAO;9062;1218;1899;1866;727;94;;;;;;;214;41;56;;2;730;720;357;380;1;1
URGENCES2;2017;130000409;130041916;GEN;756;1423;1;IAO;52272;7695;4489;12346;4442;238;1228;229;13;27;12;0;755;122;21;;14;4380;9567;4932;6188;1;1
URGENCES2;2017;130000409;130041916;PED;168;176;;;14853;;;;;;;;;;;;;;;3049;2;730;337;294;46;;
URGENCES2;2017;130000565;130781446;GEN;256;516;1;IAO;41662;3658;14409;7905;2259;1435;;;;0;0;0;;;;;8;2920;3584;1861;1862;0;1
URGENCES2;2017;130001225;130782634;GEN;380;671;1;IAO;41252;;;;;;;;;;;;;;;;6;2190;2920;444;2714;1;1
URGENCES2;2017;130002215;130785512;GEN;406;434;0;;21758;3305;3125;3373;1257;56;;;;;;;;;;;4;1460;1251;406;885;;
URGENCES2;2017;130002827;130789274;GEN;238;588;1;IAO;35238;4158;6684;6006;2259;156;422;16;26;0;0;0;0;0;0;;4;1460;2879;1532;1383;1;1
URGENCES2;2017;130002835;130789316;GEN;362;714;1;IAO;48097;4221;15421;2073;19;1923;14;0;0;0;0;0;1025;299;53;;10;3650;8061;4678;3693;1;0
URGENCES2;2017;130043664;130002157;GEN;504;944;1;IAO;36393;2584;1011;4914;895;40;0;;;0;;;707;237;7;;6;2190;2263;996;1313;1;1
URGENCES2;2017;130780521;130786049;GEN;594;1344;1;IAO;60335;5070;2217;9744;2863;155;;;;;;;;;;;13;4745;6496;2600;5186;0;0
URGENCES2;2017;130780521;130786049;PED;195;705;1;IAO;35659;;;;;;;;;;;;;;;2048;2;730;692;465;233;;
URGENCES2;2017;130781479;130000599;GEN;228;336;1;IAO;15476;1480;1352;2367;1010;20;17;;;;;;55;15;5;;2;730;11;1;10;1;1
URGENCES2;2017;130782071;130002454;GEN;168;252;0;;14154;914;3465;1823;329;32;3;2;0;0;0;0;106;22;27;;6;2190;385;265;123;1;1
URGENCES2;2017;130782147;130000979;GEN;336;595;1;IAO;33438;3424;5184;3871;1515;52;;;;;;;247;64;8;;6;2190;2203;1329;874;1;1
URGENCES2;2017;130783293;130786049;GEN;962;2352;1;IAO;84952;10259;2942;15654;4640;638;;;;;;;;;;;16;5840;15324;6477;11051;1;1
URGENCES2;2017;130784713;130038847;GEN;168;336;1;IAO;12294;1465;806;1943;;;;;;;;;;;;;4;1460;24;11;13;1;1
URGENCES2;2017;130785652;130014228;GEN;420;566;1;IAO;28074;5245;666;9585;3221;129;;;;;;;;;;;7;2555;5074;2348;2952;1;1
URGENCES2;2017;130785652;130014228;PED;420;415;1;IAO;29322;;;;;;;;;;;;;;;3071;6;2190;1642;877;768;;
URGENCES2;2017;130786361;130002447;GEN;168;252;0;;15781;1964;1853;3226;1023;71;;;;;;;;;;;3;;502;399;115;1;0
URGENCES2;2017;130786742;750821092;GEN;304;508;1;IAO;22927;3790;1023;3716;1625;33;47;5;;;;;217;68;2;;10;3650;3426;2132;1339;1;1
URGENCES2;2017;130804297;130786049;PED;234;603;1;IAO;37954;;;;;;;;;;;;;;;4219;2;730;1099;856;244;;
URGENCES2;2017;140000027;140000035;GEN;456;672;1;IAO;47300;3668;19555;;2673;2781;;5;;;;;;;;;9;3285;2604;731;2124;1;1
URGENCES2;2017;140000209;140000100;GEN;532;1764;1;IAO;66824;9382;1701;17190;4566;123;377;5;22;0;0;0;1593;312;23;;14;5110;11516;4600;8214;1;1
URGENCES2;2017;140000209;140000100;PED;252;504;1;IAO;25721;;;;;;;;;;;;;;;3388;3;1095;998;366;636;;
URGENCES2;2017;140000233;140000118;GEN;154;238;1;IAO;18246;2343;6105;5165;1640;1017;;;;;;;;;;;2;730;1106;454;683;1;0
URGENCES2;2017;140000373;140000159;GEN;168;252;1;IAO;11287;2301;1736;3206;1626;13;107;9;1;0;0;0;435;87;89;;2;730;1434;196;1378;1;1
URGENCES2;2017;140002452;140025800;GEN;210;267;1;IAO;16320;1299;2804;819;633;5;;1;;;;;;;;;3;1095;972;798;174;1;1
URGENCES2;2017;140016759;140003146;GEN;238;319;1;IAO;22286;1657;4914;656;;;;;;;;;;;;;6;976;967;718;260;;
URGENCES2;2017;140017237;140003278;GEN;203;361;1;IAO;26101;2225;7427;2391;554;82;;;;;;;;;;;7;2555;384;207;182;1;0
URGENCES2;2017;140024886;140000092;GEN;190;420;1;IAO;21604;2970;5607;4866;1789;667;68;10;0;0;0;0;129;22;2;;4;1460;2362;1168;1301;1;0
URGENCES2;2017;140026410;140026279;GEN;336;392;1;IAO;17576;1577;2777;2992;;;;;;;;;880;;;;5;1825;1660;333;1509;0;0
URGENCES2;2017;150000032;150780088;GEN;168;168;0;;14459;2116;2977;3069;1266;57;121;8;5;0;0;0;235;55;47;;0;0;0;0;0;1;1
URGENCES2;2017;150000040;150780096;GEN;280;543;1;IAO;29202;3278;7067;9999;1764;2812;0;0;0;0;0;0;269;48;31;;6;2190;1778;356;1592;1;1
URGENCES2;2017;150000164;150780468;GEN;48;35;1;IAO;9691;708;2045;;;;;;;;;;;;;;6;1452;1463;279;1227;;
URGENCES2;2017;160000253;160000451;GEN;423;1120;1;IAO;49019;6702;8054;11803;3136;389;89;54;0;;;;918;185;36;;10;3650;5364;2670;2837;1;1
URGENCES2;2017;160000253;160000451;PED;168;320;0;;11907;;;;;;;;;;;;;;;1341;4;1460;867;312;586;;
URGENCES2;2017;160000303;160006037;GEN;168;252;1;IAO;9004;1408;1654;1966;;;;;;;;;;;;;2;730;333;236;117;1;1
URGENCES2;2017;160000311;160000485;GEN;168;162;1;IAO;10727;1618;2473;1564;809;17;7;6;0;;;;430;93;58;;2;730;506;498;9;1;0
URGENCES2;2017;160000337;160000493;GEN;168;210;0;;10196;1796;2094;2383;1113;65;;;;;;;;;;;3;730;1132;595;563;;
URGENCES2;2017;160015368;160014411;GEN;98;602;1;IAO;18614;2584;3422;4500;1534;114;3;3;;;;;;;;;7;2555;3254;2026;1264;1;1
URGENCES2;2017;170000038;170780050;GEN;156;205;0;;14363;2522;2731;2729;1403;45;40;0;0;;;;304;44;59;;4;1460;1383;400;1065;1;0
URGENCES2;2017;170000087;170024194;GEN;525;1021;1;IAO;47119;8517;7689;13369;5020;595;2421;695;56;;;;113;11;9;;15;4845;4781;1113;4061;1;0
URGENCES2;2017;170000095;170780167;GEN;168;672;0;;11597;2144;1840;2211;1140;35;18;17;0;0;0;0;393;71;61;;3;1095;977;323;697;1;1
URGENCES2;2017;170000103;170780175;GEN;168;714;1;IAO;33172;4037;4102;7499;2136;186;209;4;0;;;;249;36;33;;8;2920;2759;316;3732;1;0
URGENCES2;2017;170000103;170780175;PED;168;191;1;IAO;9826;;;;;;;;;;;;;;;1877;2;730;707;463;244;;
URGENCES2;2017;170000152;170780225;GEN;406;1008;1;IAO;35914;4606;10187;10129;3112;1471;;;;;;;220;22;5;;9;3285;3236;581;2730;0;1
URGENCES2;2017;170022065;170022057;GEN;336;490;1;IAO;20163;4472;2243;;;;;;;;;;5447;2327;45;;0;0;0;0;0;1;0
URGENCES2;2017;170022818;170022057;GEN;84;84;1;IAO;6403;533;1453;;;;;;;;;;472;104;36;;;;0;0;0;1;0
URGENCES2;2017;170022826;170022057;GEN;86;140;1;IAO;10546;1281;1705;;;;;;;0;;;1803;413;71;;;;0;0;0;1;0
URGENCES2;2017;180000010;180000028;GEN;466;1106;1;IAO;50260;9667;11749;12417;2813;1281;0;0;0;0;0;0;0;0;0;;13;4745;4934;765;5384;1;1
URGENCES2;2017;180000200;180000051;GEN;74;308;1;IAO;22584;2657;5604;4596;1465;608;;;;;;;247;;;;4;1460;2211;720;1607;0;0
URGENCES2;2017;180000283;180000069;GEN;168;284;1;IAO;14907;2352;3061;2290;1161;5;11;6;0;;;;1164;102;14;;5;1825;2265;1155;1275;1;1
URGENCES2;2017;190000018;190000042;GEN;288;742;1;IAO;38337;5820;8261;10509;4072;1009;449;;;;;;;;;;9;3278;2792;304;2722;1;1
URGENCES2;2017;190000026;190000059;GEN;203;516;1;IAO;20446;3502;4133;5794;2307;437;329;26;;;;;186;34;23;;6;2190;1585;263;1498;1;1
URGENCES2;2017;190000091;190000075;GEN;;;0;;12980;2596;2557;2820;1274;59;67;13;0;;;;361;85;45;;1;365;333;127;209;1;0
URGENCES2;2017;210012670;210011367;GEN;168;646;1;IAO;8902;725;3276;706;725;2551;;;;;;;273;136;4;;6;;2223;1795;449;1;1
URGENCES2;2017;210780136;210011367;GEN;168;420;1;IAO;7650;938;884;511;172;1;;;;;;;556;177;14;;4;;1929;1415;522;1;
URGENCES2;2017;210987558;210780581;GEN;671;1260;1;MAO;48994;8247;73;16424;;;422;;;;;;261;;;;9;3285;5212;1819;3430;1;1
URGENCES2;2017;210987558;210780581;PED;104;462;1;MAO;24042;;;;;;;;;;;;;;;2956;4;1460;2916;1850;1091;;
URGENCES2;2017;210987657;210012175;GEN;392;756;1;IAO;24054;3148;6199;6343;1930;898;0;;;;;;544;;;;6;2190;2755;1235;1610;0;0
URGENCES2;2017;210987665;210012142;GEN;168;420;0;MAO;11732;;;2361;;;;;;;;;287;;;;2;730;2050;1805;250;0;0
URGENCES2;2017;210987699;210780706;GEN;406;609;1;IAO;21942;2541;5594;3344;1086;453;408;18;10;;;;790;344;48;;4;1460;1626;683;1008;;
URGENCES2;2017;220000012;220000020;GEN;697;1345;1;IAO;71272;8242;21537;19590;5030;3347;0;0;0;0;0;0;599;149;14;;17;6205;3845;849;3386;;
URGENCES2;2017;220000095;220000046;GEN;441;483;1;IAO;29868;4645;8191;7436;1127;1891;6;1;2;;;;4;1;1;;8;2920;2622;664;2117;0;1
URGENCES2;2017;220000343;220000079;GEN;336;518;1;IAO;22449;3283;5601;5919;;;20;;;;;;;;;;6;2190;2094;883;1280;1;1
URGENCES2;2017;220000368;220000103;GEN;208;574;1;IAO;24394;3533;5356;7511;2399;659;;;;;;;239;27;18;;6;2190;2665;1470;1219;1;1
URGENCES2;2017;220000541;220000152;GEN;336;252;0;;14783;2284;3218;2755;1202;7;3;2;;;;;794;152;124;;4;1460;752;612;141;1;1
URGENCES2;2017;230000820;230780041;GEN;434;420;1;IAO;21226;3787;4156;6709;2638;604;6;4;0;0;0;0;1663;940;18;;6;2190;81;64;18;1;1
URGENCES2;2017;230004657;230780058;GEN;168;168;0;;6295;1644;1130;;;;;;;;;;;;;;2;730;519;134;427;0;0
URGENCES2;2017;240000190;240000596;GEN;168;274;1;IAO;12655;;;1925;;;;;;;;;381;;;;4;1460;1745;1551;194;0;1
URGENCES2;2017;240000372;240000059;GEN;322;455;1;IAO;28716;;;7552;;;;;;27;;;;;;;8;2920;3955;1212;3026;;
URGENCES2;2017;240000489;240000117;GEN;420;840;1;IAO;42517;6357;12538;11930;;1639;156;;;12;;;;;;;15;5475;4602;1064;4569;1;1
URGENCES2;2017;240000687;240000448;GEN;168;420;1;IAO;14616;2260;3383;3196;1369;64;109;5;6;;;;681;143;113;;6;2190;1351;368;1078;;
URGENCES2;2017;250000700;250000452;GEN;259;486;1;IAO;30375;2839;8421;6825;1593;1366;99;4;;;;;;;;;6;2190;2035;836;1391;1;1
URGENCES2;2017;250006954;250000015;GEN;903;1998;1;IAO;66137;8253;2816;;;;;;;;;;;;;;8;2920;5520;3508;2546;1;1
URGENCES2;2017;250006954;250000015;PED;218;562;0;;20001;;;;;;;;;;;;;;;3799;4;1460;1275;424;992;;
URGENCES2;2017;260000013;260000021;GEN;616;1055;1;IAO;74046;;17304;15722;;2411;;;;;;;;;;;14;5110;4726;1228;3870;;
URGENCES2;2017;260000120;260016910;GEN;238;756;1;IAO;28364;4485;6663;6565;2417;1174;;;;;;;501;;;;8;2920;1892;93;2709;1;0
URGENCES2;2017;260000138;260000047;GEN;470;840;1;IAO;45621;4588;10947;6485;1849;1337;28;20;;4;1;;725;88;27;;10;3650;5166;1340;4457;0;1
URGENCES2;2017;260000146;260000054;GEN;168;174;1;IAO;11458;972;2775;1023;;;;;;;;;295;;;;2;730;94;52;43;1;0
URGENCES2;2017;260000203;260016910;GEN;168;336;0;;9277;1054;2231;1193;504;44;;;;;;;163;;;;1;365;171;32;139;;
URGENCES2;2017;260000286;260000104;GEN;168;168;0;;7762;875;1930;1511;492;51;;;;;;;;;;;2;4;902;341;581;0;0
