Data Source,Indicateurs du développement dans le monde,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,PIB ($ US courants),NY.GDP.MKTP.CD,1873184358,1896648045,1962011173,2044134078,2254748603,2359776536,2469832402,2677653631,2843016760,2553631285,2453631285,2637988827,2615083799,2727932961,2791061453,2963128492,2983798883,3092178771,3276187709,3395793855,2610038939,3126019385,
,AFE,PIB ($ US courants),NY.GDP.MKTP.CD,2.84759E+11,2.59643E+11,2.66529E+11,3.54177E+11,4.40482E+11,5.13942E+11,5.77587E+11,6.62868E+11,7.10536E+11,7.21901E+11,8.6352E+11,9.67825E+11,9.75355E+11,9.85987E+11,1.00653E+12,9.27348E+11,8.85176E+11,1.02104E+12,1.0072E+12,1.00083E+12,9.27593E+11,1.082E+12,1.16948E+12
Afghanistan,AFG,PIB ($ US courants),NY.GDP.MKTP.CD,,,3854235264,4539496563,5220825049,6226198935,6971383339,9715765105,10249770319,12154835708,15633843662,18190413832,20203572960,20564485419,20550582747,19998143636,18019554403,18896353156,18418860354,18904502222,20143451706,14583135237,
,AFW,PIB ($ US courants),NY.GDP.MKTP.CD,1.40946E+11,1.4853E+11,1.77201E+11,2.05214E+11,2.54265E+11,3.1089E+11,3.96921E+11,4.65486E+11,5.67791E+11,5.08363E+11,5.98522E+11,6.82016E+11,7.37589E+11,8.33948E+11,8.94322E+11,7.68645E+11,6.91363E+11,6.84899E+11,7.67026E+11,8.22538E+11,7.8646E+11,8.4446E+11,8.77863E+11
Angola,AGO,PIB ($ US courants),NY.GDP.MKTP.CD,9129594819,8936079253,15285592487,17812704626,23552057820,36970901025,52381025105,65266415707,88538664888,70307196477,81699526881,1.09437E+11,1.24998E+11,1.33402E+11,1.37244E+11,87219300385,49840491178,68972769396,77792944472,69309110146,50241368244,65685435100,1.06714E+11
Albanie,ALB,PIB ($ US courants),NY.GDP.MKTP.CD,3480355258,3922100794,4348068242,5611496257,7184685782,8052077209,8896074996,10677324873,12881352878,12044205572,11926926654,12890760273,12319834233,12776224537,13228147516,11386853143,11861199831,13019726212,15156424062,15401826081,15162734205,17930565119,18882095518
Andorre,AND,PIB ($ US courants),NY.GDP.MKTP.CD,1429048106,1546912332,1755989899,2361635782,2895047587,3159826892,3456265062,3952397735,4085781939,3674188229,3449925739,3629133575,3188652765,3193512950,3271685597,2789881259,2896610480,3000162081,3218419897,3155149348,2891001149,3325145407,3352032737
Le monde arabe,ARB,PIB ($ US courants),NY.GDP.MKTP.CD,8.20186E+11,8.02881E+11,8.07962E+11,8.93818E+11,1.06274E+12,1.3044E+12,1.54554E+12,1.79793E+12,2.26303E+12,1.98705E+12,2.33464E+12,2.55598E+12,2.8017E+12,2.85967E+12,2.90573E+12,2.55416E+12,2.53754E+12,2.63711E+12,2.84348E+12,2.86889E+12,2.53338E+12,2.92846E+12,3.55756E+12
Émirats arabes unis,ARE,PIB ($ US courants),NY.GDP.MKTP.CD,1.04337E+11,1.03312E+11,1.09816E+11,1.24346E+11,1.47824E+11,1.80617E+11,2.22117E+11,2.57916E+11,3.15475E+11,2.53547E+11,2.89787E+11,3.50666E+11,3.8461E+11,4.00219E+11,4.14105E+11,3.70275E+11,3.69255E+11,3.90517E+11,4.27049E+11,4.1799E+11,3.49473E+11,4.15022E+11,5.07535E+11
Argentine,ARG,PIB ($ US courants),NY.GDP.MKTP.CD,2.84204E+11,2.68697E+11,97724004252,1.27587E+11,1.64658E+11,1.98737E+11,2.32557E+11,2.87531E+11,3.61558E+11,3.32976E+11,4.23627E+11,5.30158E+11,5.45982E+11,5.52025E+11,5.2632E+11,5.94749E+11,5.57532E+11,6.43628E+11,5.2482E+11,4.47755E+11,3.8554E+11,4.87227E+11,6.3277E+11
Arménie,ARM,PIB ($ US courants),NY.GDP.MKTP.CD,1911563669,2118467913,2376335048,2807061009,3576615240,4900469515,6384452071,9206301264,11662040704,8647937091,9260285762,10142111812,10619320693,11121464430,11609513241,10553337528,10546136240,11527458713,12457940705,13619290546,12641698594,13861409969,19502783988
Samoa américaines,ASM,PIB ($ US courants),NY.GDP.MKTP.CD,,,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,716000000,709000000,
Antigua-et-Barbuda,ATG,PIB ($ US courants),NY.GDP.MKTP.CD,826370370.4,800481481.5,814381481.5,856396296.3,919729629.6,1022962963,1157662963,1312759259,1370070370,1228329630,1148700000,1137637037,1199948148,1181448148,1249733333,1336692593,1436585185,1467955556,1604770370,1675403704,1416348148,1560518519,1757603704
Australie,AUS,PIB ($ US courants),NY.GDP.MKTP.CD,4.15845E+11,3.79358E+11,3.95573E+11,4.67498E+11,6.14326E+11,6.95305E+11,7.47907E+11,8.54427E+11,1.05569E+12,9.2863E+11,1.14857E+12,1.39846E+12,1.54695E+12,1.57633E+12,1.46759E+12,1.35058E+12,1.20656E+12,1.32647E+12,1.42827E+12,1.39222E+12,1.32694E+12,1.5527E+12,1.67542E+12
Autriche,AUT,PIB ($ US courants),NY.GDP.MKTP.CD,1.9729E+11,1.97509E+11,2.14395E+11,2.62274E+11,3.01458E+11,3.16092E+11,3.3628E+11,3.89186E+11,4.32052E+11,4.01759E+11,3.92275E+11,4.31685E+11,4.09402E+11,4.30191E+11,4.42585E+11,3.81971E+11,3.95837E+11,4.17261E+11,4.54991E+11,4.44621E+11,4.35225E+11,4.80368E+11,4.714E+11
Azerbaïdjan,AZE,PIB ($ US courants),NY.GDP.MKTP.CD,5272617196,5707618247,6236086669,7276413079,8680410158,13245421881,20981929498,33049426816,48851318826,44292408817,52909294792,65952763949,69679913510,74160553009,75239737489,53076244755,37867007023,40866632048,47112479289,48174235294,42693000000,54825411765,78721058824
Burundi,BDI,PIB ($ US courants),NY.GDP.MKTP.CD,870486065.9,876794723.1,825394519.7,784654423.6,915257323.4,1117113080,1273375078,1356199387,1611835857,1781455140,2032135191,2235820809,2333341334,2451606632,2705783330,3104003546,2644487777,2723586962,2667182199,2576518879,2649680261,2775798697,3073414678
Belgique,BEL,PIB ($ US courants),NY.GDP.MKTP.CD,2.36792E+11,2.36746E+11,2.58384E+11,3.18083E+11,3.69215E+11,3.85715E+11,4.0826E+11,4.70922E+11,5.17328E+11,4.83254E+11,4.81421E+11,5.2333E+11,4.96153E+11,5.21791E+11,5.3539E+11,4.62336E+11,4.76063E+11,5.02765E+11,5.43299E+11,5.35866E+11,5.25213E+11,5.94352E+11,5.78604E+11
Bénin,BEN,PIB ($ US courants),NY.GDP.MKTP.CD,3519991440,3666222634,4194342689,5349258093,6190270377,6567654959,7034111316,8169048375,9787734517,9738626510,9535345011,10693321370,11141358106,12517845128,13284527850,11388160997,11821065852,12701655846,14262408080,14391686309,15651545209,17690083520,17401746309
Burkina Faso,BFA,PIB ($ US courants),NY.GDP.MKTP.CD,2968370087,3190371080,3622350066,4740768141,5451688535,6146353177,6547419822,7625722829,9451435481,9450696866,10109619736,12080295985,12561015145,13444300490,13943016080,11832159316,12833363044,14106955625,15890066210,16178161666,17933606213,19737616003,18884619613
Bangladesh,BGD,PIB ($ US courants),NY.GDP.MKTP.CD,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11,1.49991E+11,1.72885E+11,1.95079E+11,2.65236E+11,2.93755E+11,3.21379E+11,3.51238E+11,3.73902E+11,4.16265E+11,4.60201E+11
Bulgarie,BGR,PIB ($ US courants),NY.GDP.MKTP.CD,13245990274,14183443862,16403043850,21144962058,26157744753,29868651533,34380543845,44432811756,54480697770,52023813558,50754203891,57735709914,54290156342,55844245264,57159557805,50828088836,53987487124,59343060706,66399602077,68911930628,70404359049,84061395658,89040398406
Bahreïn,BHR,PIB ($ US courants),NY.GDP.MKTP.CD,9062898936,8976196809,9593510638,11074813830,13150159574,15968723404,18504760638,21730000000,25710904255,22938218085,25713271277,28776595745,30749308511,32539468085,33387712766,31050638298,32234973404,35473776596,37802005319,38653318085,34621807713,39303403989,44390820479
Bahamas,BHS,PIB ($ US courants),NY.GDP.MKTP.CD,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10562800000,11176100000,11672900000,11750800000,12253500000,12653600000,13058700000,9754600000,11527600000,12897400000
Bosnie-Herzégovine,BIH,PIB ($ US courants),NY.GDP.MKTP.CD,5567774049,5800616572,6728219507,8498893358,10156541358,11222796197,12864842269,15778737117,19112801197,17613946109,17176320823,18644239028,17226736285,18179104549,18558731213,16404352156,17116926092,18326376394,20484048416,20482603346,20226030731,23649566069,24527507288
Bélarus,BLR,PIB ($ US courants),NY.GDP.MKTP.CD,12736856828,12354820144,14594928109,17825437483,23141593074,30210091837,36961822468,45275747157,60752177439,50873181572,57231904543,61762340943,65685903570,75527537703,78812785768,56454895055,47723549319,54725311690,60031163987,64410112583,61371755326,69673747132,72793457588
Belize,BLZ,PIB ($ US courants),NY.GDP.MKTP.CD,1116000000,1163000000,1233000000,1298000000,1389500000,1461500000,1581000000,1696000000,1729000000,1680500000,1738500000,1819500000,1903000000,2029500000,2138000000,2210500000,2258500000,2286000000,2315000000,2416500000,2080000000,2491500000,2824081836
Bermudes,BMU,PIB ($ US courants),NY.GDP.MKTP.CD,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887147000,7127200000,7550500000
Bolivie,BOL,PIB ($ US courants),NY.GDP.MKTP.CD,8397855937,8141517339,7905485146,8082399991,8773451752,9549122313,11451845379,13120107739,16674276979,17339992194,19649724656,23963162969,27084497482,30659338886,32996188017,33000198249,33941126194,37508642171,40287647931,40895322851,36629843806,40408208524,43068885673
Brésil,BRA,PIB ($ US courants),NY.GDP.MKTP.CD,6.55448E+11,5.59984E+11,5.09795E+11,5.58234E+11,6.69289E+11,8.91634E+11,1.10763E+12,1.39711E+12,1.69586E+12,1.667E+12,2.20884E+12,2.61616E+12,2.46523E+12,2.47282E+12,2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87329E+12,1.47611E+12,1.64962E+12,1.9201E+12
Barbade,BRB,PIB ($ US courants),NY.GDP.MKTP.CD,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217450800,4674007450,4784925100,4465657300,4529928300,4657699450,4610096000,4677248300,4696344350,4724691200,4832811750,4981588900,5097283200,5324250000,4671800000,4843800000,5637914515
Brunéi Darussalam,BRN,PIB ($ US courants),NY.GDP.MKTP.CD,6001280944,5601020247,5843367180,6557395816,7872201251,9531417164,11470462365,12247680703,14393437610,10732592999,13707275498,18525128230,19048443089,18094326393,17097801092,12930292949,11400467372,12128182464,13567164445,13469240163,12005795915,14006497000,16681531646
Bhoutan,BTN,PIB ($ US courants),NY.GDP.MKTP.CD,424448931,461479580.2,520846131.7,603999372.4,682577073.5,796938572,874989734.7,1168307575,1227809261,1234015142,1547990907,1777102586,1781280170,1756214304,1907090362,2003596824,2158971718,2450366108,2446867582,2535655609,2325185521,2539551327,
Botswana,BWA,PIB ($ US courants),NY.GDP.MKTP.CD,5788329609,5489608300,5438864269,7511582173,8957467707,9918907108,9919158482,10567270656,10730828592,10118459714,12637273429,15110642876,13907464500,14271738367,15470087926,13530749290,15082636723,16105156376,17031943186,16725908662,14960291541,18737066307,20352322157
République centrafricaine,CAF,PIB ($ US courants),NY.GDP.MKTP.CD,916777282.7,932648604.4,996068145.6,1142315522,1272360517,1337894380,1461859763,1699811293,1993407887,2067381664,2142591539,2437982707,2510126510,1691544111,1894813390,1695825714,1825018144,2072349974,2220979145,2221301351,2326720902,2516498412,2382618615
Canada,CAN,PIB ($ US courants),NY.GDP.MKTP.CD,7.44773E+11,7.38963E+11,7.60649E+11,8.95541E+11,1.02669E+12,1.17311E+12,1.31926E+12,1.46882E+12,1.55299E+12,1.37463E+12,1.61734E+12,1.79333E+12,1.82837E+12,1.8466E+12,1.80575E+12,1.55651E+12,1.52799E+12,1.64927E+12,1.7253E+12,1.74373E+12,1.6476E+12,2.00149E+12,2.13984E+12
Europe centrale et les pays baltes,CEB,PIB ($ US courants),NY.GDP.MKTP.CD,4.28593E+11,4.68616E+11,5.28074E+11,6.34393E+11,7.63091E+11,8.86072E+11,1.00157E+12,1.26542E+12,1.53054E+12,1.2897E+12,1.3164E+12,1.45456E+12,1.35888E+12,1.41732E+12,1.46355E+12,1.29337E+12,1.3165E+12,1.46122E+12,1.64851E+12,1.67411E+12,1.66536E+12,1.90556E+12,1.94633E+12
Suisse,CHE,PIB ($ US courants),NY.GDP.MKTP.CD,2.79209E+11,2.8658E+11,3.093E+11,3.62088E+11,4.03914E+11,4.18293E+11,4.41619E+11,4.90755E+11,5.67273E+11,5.54192E+11,5.98851E+11,7.15888E+11,6.8642E+11,7.06235E+11,7.26538E+11,6.94118E+11,6.87895E+11,6.95201E+11,7.25563E+11,7.21369E+11,7.39914E+11,8.0064E+11,8.07706E+11
Îles Anglo-Normandes,CHI,PIB ($ US courants),NY.GDP.MKTP.CD,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,,,,,,,,9511207129,9530244530,10422948632,10381669645,9811538462,11735662220,
Chili,CHL,PIB ($ US courants),NY.GDP.MKTP.CD,78249883996,71517267768,70295232513,76507853876,99079365628,1.22315E+11,1.5384E+11,1.72566E+11,1.79663E+11,1.71413E+11,2.17105E+11,2.51225E+11,2.67176E+11,2.77239E+11,2.59405E+11,2.42497E+11,2.49299E+11,2.76365E+11,2.95403E+11,2.78493E+11,2.54096E+11,3.16714E+11,3.01025E+11
Chine,CHN,PIB ($ US courants),NY.GDP.MKTP.CD,1.21133E+12,1.3394E+12,1.47056E+12,1.66028E+12,1.95535E+12,2.28596E+12,2.75212E+12,3.55033E+12,4.59434E+12,5.10169E+12,6.08719E+12,7.55155E+12,8.53219E+12,9.57047E+12,1.04756E+13,1.10616E+13,1.12333E+13,1.23105E+13,1.38949E+13,1.428E+13,1.46877E+13,1.78205E+13,1.79632E+13
Côte d'Ivoire,CIV,PIB ($ US courants),NY.GDP.MKTP.CD,16577533892,16810537038,18054383334,21251754335,23510575669,24036918719,25281413268,28760090924,34078240260,33886813225,34936307964,36693710822,36302302844,42760235496,48843005625,45815005171,48407761032,52512344034,58522477745,59898479821,62982768372,71811075955,70018715017
Cameroun,CMR,PIB ($ US courants),NY.GDP.MKTP.CD,10566579295,10953485345,12417251342,15970315030,18826214125,19509852219,20910512978,23928250410,27715142006,27932970297,27507501809,30630910513,30155062303,33728621190,36386544716,32210233022,33814337041,36098547059,39973842059,39670976440,40773241212,45338285386,44341646509
"Congo, République démocratique du",COD,PIB ($ US courants),NY.GDP.MKTP.CD,19088046306,7438189100,8728038525,8937567060,10297483481,11964484458,14451901696,16737071816,19788515579,18648372545,21565721036,25839749199,29306235295,32679745036,35909040944,37917706486,37134801549,38019264805,47568210021,51775829869,48716961865,55350968593,58065953573
"Congo, République du",COG,PIB ($ US courants),NY.GDP.MKTP.CD,3227927697,2796704603,3034250926,3503723087,4656974938,6650001685,8072305031,8782703428,11649857662,9723299908,13148396206,15655383586,17692911281,17958720704,17912907682,11890259177,10219341017,11094823677,13670038020,12750338736,10483151094,13366230821,14615532210
Colombie,COL,PIB ($ US courants),NY.GDP.MKTP.CD,99875074935,98200641189,97945812790,94644969146,1.17092E+11,1.45601E+11,1.61793E+11,2.0623E+11,2.42504E+11,2.32469E+11,2.86499E+11,3.34966E+11,3.70691E+11,3.82094E+11,3.81241E+11,2.93492E+11,2.8272E+11,3.11867E+11,3.34198E+11,3.23032E+11,2.70151E+11,3.18512E+11,3.43939E+11
Comores,COM,PIB ($ US courants),NY.GDP.MKTP.CD,351136579.8,378512024.1,425964681.1,546885223.2,633706110.4,653845169.2,698431794.5,795673153.2,915659107.8,905341174,907978731.7,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1188797450,1195019531,1225039196,1296089479,1242519407
Cabo Verde,CPV,PIB ($ US courants),NY.GDP.MKTP.CD,539227277.6,563090488.9,620507385.7,813260468.9,924940012.9,972241682.1,1107571459,1649621735,1959620653,1852334581,1824751460,2046817975,1913081206,2028910915,2041930125,1749857628,1849789993,1996741545,2205099509,2266752197,1878277311,2091741774,2314816792
Costa Rica,CRI,PIB ($ US courants),NY.GDP.MKTP.CD,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745714327,37658614803,42762613706,47231655433,50949668886,52016408924,56441920824,58847019585,60516044623,62420164965,64417670556,62395610764,64616482168,68380838316
Petits états des Caraïbes,CSS,PIB ($ US courants),NY.GDP.MKTP.CD,34533836400,35575792426,37324429142,39887632895,43625669538,49307227387,56074290119,62328938789,70781391356,59840574174,64939019150,70074558334,73844945661,75227025826,76921753856,75480329447,70977854237,73482494257,76247249561,77282796216,65994922945,75672802627,92935645973
Cuba,CUB,PIB ($ US courants),NY.GDP.MKTP.CD,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,1.0005E+11,1.03428E+11,1.07352E+11,,
Curacao,CUW,PIB ($ US courants),NY.GDP.MKTP.CD,,,,,,,,,,,,2933128492,3024525140,3039944134,3048435754,3042737430,3014748603,3009497207,3020388827,2995185475,2496174749,2699612458,
Îles Caïmans,CYM,PIB ($ US courants),NY.GDP.MKTP.CD,,,,,,,4200288282,4466278031,4585948969,4281714618,4156841164,4186073160,4291004486,4405796081,4562853582,4708167255,4909322200,5166281293,5530178499,5941896600,5647224973,6028373541,
Chypre,CYP,PIB ($ US courants),NY.GDP.MKTP.CD,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25799940416,27641551809,25047433100,23959708956,23225912183,19909269065,21046452117,22946583376,25597301191,25945194240,25008266159,28408064462,28439052741
République tchèque,CZE,PIB ($ US courants),NY.GDP.MKTP.CD,61823494487,67808695574,82196206090,1.0009E+11,1.19815E+11,1.37143E+11,1.56264E+11,1.90184E+11,2.36817E+11,2.07434E+11,2.0907E+11,2.29563E+11,2.08858E+11,2.11686E+11,2.09359E+11,1.88033E+11,1.96272E+11,2.18629E+11,2.49001E+11,2.52548E+11,2.45975E+11,2.81791E+11,2.90924E+11
Allemagne,DEU,PIB ($ US courants),NY.GDP.MKTP.CD,1.94798E+12,1.94579E+12,2.07848E+12,2.50164E+12,2.81435E+12,2.84686E+12,2.9947E+12,3.42558E+12,3.74526E+12,3.41126E+12,3.39967E+12,3.74931E+12,3.52714E+12,3.7338E+12,3.88909E+12,3.35759E+12,3.46985E+12,3.69085E+12,3.97444E+12,3.88823E+12,3.88967E+12,4.25993E+12,4.07219E+12
Djibouti,DJI,PIB ($ US courants),NY.GDP.MKTP.CD,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3181071154,3372287462,3515109075
Dominique,DMA,PIB ($ US courants),NY.GDP.MKTP.CD,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,612048148.1
Danemark,DNK,PIB ($ US courants),NY.GDP.MKTP.CD,1.64158E+11,1.64791E+11,1.78635E+11,2.18097E+11,2.51375E+11,2.64467E+11,2.82886E+11,3.19423E+11,3.53359E+11,3.21243E+11,3.21995E+11,3.44003E+11,3.27149E+11,3.43584E+11,3.52994E+11,3.02673E+11,3.13116E+11,3.32121E+11,3.56841E+11,3.46499E+11,3.55222E+11,3.98303E+11,3.95404E+11
République dominicaine,DOM,PIB ($ US courants),NY.GDP.MKTP.CD,24305781112,25601824419,27137441266,21403168128,22322387610,35777560475,37879829855,43965459071,48122601590,48261079524,53860187452,58029773802,60681535894,62682158700,67179956265,71164826720,75704647977,79998045976,85555390386,88941371980,78844655833,94243426487,1.13642E+11
Algérie,DZA,PIB ($ US courants),NY.GDP.MKTP.CD,54790398813,54744698044,56760355865,67863850334,85332581189,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09059E+11,2.09755E+11,2.1381E+11,1.65979E+11,1.60034E+11,1.70097E+11,1.74911E+11,1.7176E+11,1.45744E+11,1.63472E+11,1.91913E+11
Asie de l’Est et Pacifique (hors revenu élevé),EAP,PIB ($ US courants),NY.GDP.MKTP.CD,1.73422E+12,1.84702E+12,2.04385E+12,2.3113E+12,2.68192E+12,3.10648E+12,3.74032E+12,4.72737E+12,5.97843E+12,6.48398E+12,7.88896E+12,9.64501E+12,1.07585E+13,1.18706E+13,1.27981E+13,1.33269E+13,1.36118E+13,1.48767E+13,1.66399E+13,1.72071E+13,1.74874E+13,2.08374E+13,2.11893E+13
de dividende précoce démographique,EAR,PIB ($ US courants),NY.GDP.MKTP.CD,3.38637E+12,3.35701E+12,3.26434E+12,3.6331E+12,4.22977E+12,4.93186E+12,5.63966E+12,6.67194E+12,7.52422E+12,7.26237E+12,8.80499E+12,9.72422E+12,1.01624E+13,1.03052E+13,1.06619E+13,1.01475E+13,1.04801E+13,1.13354E+13,1.14651E+13,1.16963E+13,1.09093E+13,1.26742E+13,1.40295E+13
Asie de l’Est et Pacifique,EAS,PIB ($ US courants),NY.GDP.MKTP.CD,8.37497E+12,7.78898E+12,7.91187E+12,8.69926E+12,9.75692E+12,1.04095E+13,1.10317E+13,1.2326E+13,1.42109E+13,1.4623E+13,1.70664E+13,1.97907E+13,2.11722E+13,2.14108E+13,2.20862E+13,2.19972E+13,2.27723E+13,2.43249E+13,2.64852E+13,2.7024E+13,2.71449E+13,3.10956E+13,3.06552E+13
